index,lng_bor,area,hor_overl,vrt_overl,clr_score,cluster_clr_score
ISIC_0002673,31842,336721,22933,18631,2,2.195593
ISIC_0002780,41928,675349,18226,16099,1,2.053436
ISIC_0002806,95187,1550973,47088,41655,1,1.979472
ISIC_0002829,36777,514165,7732,11452,2,2.005405
ISIC_0002836,46224,844783,54625,26244,2,2.001156
ISIC_0002871,35556,486299,6639,6387,2,2.191434
ISIC_0002879,36138,472269,21094,7154,1,2.163725
ISIC_0002885,48105,911311,40538,13314,2,2.165087
ISIC_0002948,39969,339627,14815,19286,1,2.075981
ISIC_0002975,46914,484677,12252,11641,2,2.084410
ISIC_0002976,43851,477680,7992,9116,2,2.281754
ISIC_0003005,40209,515628,10753,27267,1,2.217109
ISIC_0003051,36600,375308,10742,10312,2,2.087967
ISIC_0003056,33900,399235,11331,13763,2,2.194008
ISIC_0003174,26940,286472,5145,7131,2,2.108031
ISIC_0003308,40503,568655,7760,5777,2,2.165994
ISIC_0003346,41163,348717,6076,8426,2,2.230975
ISIC_0003462,20343,160811,1410,2847,2,2.140513
ISIC_0003539,30411,315687,11618,12231,2,2.240527
ISIC_0003582,53637,1072181,21009,36526,2,2.443411
ISIC_0003657,35694,338758,11982,14052,2,2.247836
ISIC_0003728,39324,302663,8077,12238,2,2.396115
ISIC_0003805,21405,135282,3256,4063,2,2.182435
ISIC_0004110,47367,808569,8323,30355,2,2.223871
ISIC_0004115,52980,954632,13595,80201,2,1.998801
ISIC_0004166,52578,1056383,15472,40175,1,2.098006
ISIC_0004168,30951,375832,4985,2911,1,2.117730
ISIC_0004309,35136,407471,6470,3822,1,2.112289
ISIC_0004337,23010,207275,2511,4410,2,2.013882
ISIC_0004346,36270,483298,14027,5617,1,2.274815
ISIC_0004715,35136,490438,6109,12417,0,2.159606
ISIC_0004985,44724,677819,15351,27461,1,1.992294
ISIC_0005000,40641,388453,5785,6440,2,2.027113
ISIC_0005187,53208,328210,9638,19268,2,2.313085
ISIC_0005548,60345,694681,21923,22955,2,2.063707
ISIC_0005555,37593,487041,13105,26353,2,2.117687
ISIC_0005620,31875,395356,11114,15688,2,2.142627
ISIC_0005639,49968,1098301,36349,20553,2,2.112375
ISIC_0005666,37011,506340,5629,8491,2,2.216861
ISIC_0005787,42225,648395,15831,9338,1,2.083221
ISIC_0006021,49146,816860,24356,20363,2,2.111818
ISIC_0006114,40371,291657,19631,12907,1,2.048504
ISIC_0006193,31299,374247,6795,6801,2,2.293248
ISIC_0006326,36213,513320,6974,8944,2,2.032317
ISIC_0006350,45195,724423,47474,27235,2,2.064198
ISIC_0006612,44775,760519,8297,24824,1,2.006710
ISIC_0006651,32535,424699,8663,3779,2,2.128088
ISIC_0006671,20925,172871,8726,4164,1,2.058765
ISIC_0006711,32841,428812,2673,4310,2,2.225369
ISIC_0006776,32280,409616,9247,12176,1,2.238466
ISIC_0006795,42831,719435,6296,10223,2,2.063707
ISIC_0006800,46539,479075,7684,10242,2,2.053395
ISIC_0006815,519,147851,9581,6568,1,2.066013
ISIC_0006914,44259,694795,12548,6248,2,2.122759
ISIC_0006940,44556,755216,12333,5771,2,2.054549
ISIC_0006982,56355,1137535,29170,18864,1,2.038696
ISIC_0007038,34803,404433,16404,19091,2,2.134487
ISIC_0007087,55239,700679,19190,26262,2,2.056522
ISIC_0007141,50424,1001287,11939,11591,2,2.135882
ISIC_0007156,30897,383421,2034,2121,2,2.111024
ISIC_0007235,42885,726461,8788,8135,2,2.101989
ISIC_0007241,28455,345629,9335,7650,2,2.183190
ISIC_0007322,46272,790932,29574,19006,1,2.208954
ISIC_0007332,36492,529158,2022,3214,2,2.154957
ISIC_0007344,40191,521015,19681,29990,2,2.100988
ISIC_0007475,46338,782553,7927,9758,2,2.025472
ISIC_0007528,20709,164928,2106,3145,2,2.055171
ISIC_0007557,45183,781825,17108,18840,2,2.091382
ISIC_0007693,38616,333375,15761,13514,2,2.170618
ISIC_0007760,33786,449727,1364,5331,2,2.244305
ISIC_0007796,26595,279531,6066,5361,2,2.224279
ISIC_0008025,40752,627327,8167,6868,2,2.058609
ISIC_0008029,43566,704760,31860,18530,2,2.170734
ISIC_0008116,32688,395338,5086,7675,2,2.223523
ISIC_0008145,38850,303538,9765,10068,1,2.136706
ISIC_0008207,49860,411422,13207,11466,2,2.210524
ISIC_0008236,59982,798136,35253,26837,1,1.932922
ISIC_0008256,41832,526619,11967,10764,2,2.211167
ISIC_0008280,36390,356661,7383,6617,2,2.097907
ISIC_0008294,22389,183047,4618,6387,2,2.185273
ISIC_0008347,35646,412185,6976,9269,1,2.000273
ISIC_0008396,30063,362165,5207,5993,1,2.281910
ISIC_0008403,37608,569184,7432,15195,2,2.210376
ISIC_0008406,44802,464150,10731,15978,1,2.115235
ISIC_0008507,38148,360565,29232,24827,2,2.288492
ISIC_0008524,34461,322248,14467,53278,1,2.220065
ISIC_0008528,63969,1040356,15930,31753,1,2.243497
ISIC_0008541,39561,372791,8763,19510,2,1.999095
ISIC_0008552,39603,481214,6011,10913,2,2.232933
ISIC_0008600,62619,822252,28737,20530,2,2.122446
ISIC_0008626,101511,1198599,172085,180576,1,2.263318
ISIC_0008659,40323,407294,9903,13218,1,1.990631
ISIC_0008785,37713,579554,16396,9585,2,2.059841
ISIC_0008807,44736,470537,14492,12440,1,2.241648
ISIC_0008879,29790,384608,2844,8324,2,2.084500
ISIC_0008992,41190,501221,28149,29173,1,2.324840
ISIC_0008993,35106,431241,16217,17566,1,2.056306
ISIC_0008998,366,4406631,287330,326459,2,2.090565
ISIC_0009035,60081,1418843,11774,10753,1,1.978024
ISIC_0009078,34812,357679,5542,10268,2,2.194391
ISIC_0009083,46842,734702,26951,22410,1,2.192360
ISIC_0009160,32334,418013,7039,8999,2,2.106360
ISIC_0009165,59841,648818,10076,12292,2,2.190688
ISIC_0009188,35073,429782,5863,9446,1,2.306893
ISIC_0009252,40128,369474,13468,18511,1,2.254640
ISIC_0009297,40230,631559,19842,24245,2,2.070998
ISIC_0009298,47529,869423,6443,37805,2,2.035577
ISIC_0009344,44736,731209,10934,9671,1,2.079358
ISIC_0009430,36189,468471,3977,7235,2,2.025260
ISIC_0009504,34863,373412,11013,24564,2,2.228018
ISIC_0009533,60414,735163,14603,61565,1,2.198784
ISIC_0009564,37998,375973,9614,12549,2,2.212991
ISIC_0009583,43260,581628,16447,15633,1,2.020342
ISIC_0009599,50481,837866,39520,35918,1,1.955346
ISIC_0009758,43467,750726,5961,35800,1,1.948425
ISIC_0009860,53361,495145,39194,29515,2,2.104642
ISIC_0009868,19581,139011,6428,5156,2,2.273439
ISIC_0009869,11271,44683,2139,967,2,2.326678
ISIC_0009870,8814,29660,300,777,2,2.454299
ISIC_0009871,28251,313683,7452,6113,1,2.201954
ISIC_0009872,7308,18028,310,380,2,2.239028
ISIC_0009873,31458,200151,3648,12859,1,2.279583
ISIC_0009874,17949,105543,1958,2795,3,2.321571
ISIC_0009875,28071,258549,7736,13614,2,2.449163
ISIC_0009877,27270,188094,4179,4632,2,2.348512
ISIC_0009879,24996,220082,3400,14829,1,2.264846
ISIC_0009880,21801,187028,1679,4977,3,2.459312
ISIC_0009881,23031,141806,6100,5422,2,2.239642
ISIC_0009882,24297,193878,2216,8362,2,2.452755
ISIC_0009883,22464,134702,5180,6543,2,2.430143
ISIC_0009884,16200,82993,2809,3229,2,2.455657
ISIC_0009885,12072,45304,1985,2276,2,2.451706
ISIC_0009888,18165,81446,1456,2723,1,2.391008
ISIC_0009889,17109,78746,1931,2744,2,2.197950
ISIC_0009891,22062,143739,1707,4503,2,2.109874
ISIC_0009895,21336,173254,14494,3747,2,2.432152
ISIC_0009896,29130,258626,5269,8461,3,2.254189
ISIC_0009897,43230,470493,39515,28432,2,2.234552
ISIC_0009898,22542,195366,4730,2635,2,2.273742
ISIC_0009899,27093,261315,4436,13351,1,2.377909
ISIC_0009901,33036,249781,5964,14776,2,2.152596
ISIC_0009902,27351,265414,2247,5238,1,2.203519
ISIC_0009905,30444,151673,7679,14667,2,2.261082
ISIC_0009906,30396,243850,10343,6795,2,2.180247
ISIC_0009909,21090,159316,1565,1887,2,2.153183
ISIC_0009910,31941,308748,5671,6735,3,2.307980
ISIC_0009911,16539,111365,1191,1715,3,2.304937
ISIC_0009912,12441,58461,336,1100,2,2.274165
ISIC_0009914,24066,152046,3810,4186,2,2.219195
ISIC_0009915,27852,288425,2589,3602,2,2.432141
ISIC_0009917,17061,82798,3680,4546,2,2.290085
ISIC_0009918,33717,419464,8216,20172,3,2.437272
ISIC_0009919,28392,261159,8079,10060,2,2.237973
ISIC_0009920,25011,247034,1421,5978,1,2.255575
ISIC_0009921,36507,507757,9399,43566,2,2.209409
ISIC_0009923,29859,224726,7181,5415,1,2.171377
ISIC_0009925,25569,246216,14478,5877,2,2.207040
ISIC_0009929,7059,16151,40,380,2,2.470212
ISIC_0009930,7707,17904,111,304,2,2.377726
ISIC_0009931,30972,240270,5282,7822,2,2.256770
ISIC_0009932,30597,188700,8002,9926,2,2.280969
ISIC_0009933,19413,152398,959,2574,2,2.469936
ISIC_0009935,17031,110133,554,666,2,2.282641
ISIC_0009936,9153,27969,166,395,2,2.319165
ISIC_0009937,12999,57359,757,1742,2,2.154660
ISIC_0009938,21750,196113,3263,3777,1,2.101663
ISIC_0009939,26520,190466,7975,5217,2,2.107520
ISIC_0009940,43575,407476,53662,26265,2,2.095455
ISIC_0009941,20013,127610,1559,1790,2,2.156965
ISIC_0009942,19569,152009,1126,2188,2,2.453643
ISIC_0009943,17883,94082,353,2214,2,2.231729
ISIC_0009945,14247,81246,1195,1683,2,2.393536
ISIC_0009946,23067,214967,1789,7998,2,2.279351
ISIC_0009947,17961,126103,4213,4982,2,2.179810
ISIC_0009949,22164,157720,4175,2499,2,2.347104
ISIC_0009950,22425,198796,1543,2972,2,2.220672
ISIC_0009951,25800,255614,8924,8510,1,2.382103
ISIC_0009953,28872,294839,9650,4683,2,2.434994
ISIC_0009954,16434,101157,4955,2393,1,2.202857
ISIC_0009955,20118,138421,13549,6534,2,2.286224
ISIC_0009956,26046,208970,3815,3135,2,2.151213
ISIC_0009958,18462,145597,1339,2617,2,2.258373
ISIC_0009960,9528,27321,462,940,2,2.368649
ISIC_0009961,29487,297797,918,4921,1,2.439048
ISIC_0009962,37338,503801,11292,15518,3,2.286511
ISIC_0009963,19227,98317,7094,8024,1,2.366213
ISIC_0009964,12936,49522,898,3119,2,2.313529
ISIC_0009965,30273,311453,34098,19316,2,2.342689
ISIC_0009966,22197,156271,1751,2531,2,2.234270
ISIC_0009967,20892,137790,3051,1943,2,2.381980
ISIC_0009968,30084,350535,2768,16963,2,2.413292
ISIC_0009969,30060,230657,3521,5815,2,2.240928
ISIC_0009971,9120,23017,634,2827,2,2.339177
ISIC_0009972,14646,80536,1750,1788,2,2.464482
ISIC_0009973,26973,207345,3202,3576,2,2.438475
ISIC_0009974,29016,323000,7209,6504,2,2.233738
ISIC_0009975,21036,170483,5702,12082,3,2.523972
ISIC_0009976,15951,94437,4213,5246,2,2.162446
ISIC_0009977,17256,114834,797,3607,2,2.340708
ISIC_0009979,14406,79977,1594,2546,3,2.259391
ISIC_0009981,13065,52630,1350,1963,2,2.181012
ISIC_0009982,16980,104328,2500,3991,2,2.132154
ISIC_0009987,23616,193404,2594,3568,2,2.373029
ISIC_0009991,27123,205236,16930,7231,2,2.314647
ISIC_0009993,31599,220224,11428,9306,2,2.202335
ISIC_0009994,22119,127727,4868,7264,2,2.286317
ISIC_0009995,34569,653967,28038,30611,1,2.322803
ISIC_0009998,22188,194272,1209,4442,3,2.311337
ISIC_0010000,44541,416384,23394,35272,2,2.406658
ISIC_0010002,24306,231632,1434,2846,2,2.306113
ISIC_0010003,11022,42388,1591,1361,2,2.249937
ISIC_0010005,36519,434775,8180,9202,3,2.279143
ISIC_0010006,26754,271278,2783,4992,2,2.374938
ISIC_0010011,22647,200659,1017,8007,1,2.123286
ISIC_0010013,19638,149848,793,2562,3,2.468522
ISIC_0010014,18171,121860,3285,3103,3,2.370797
ISIC_0010015,31347,219781,6663,8035,2,2.120371
ISIC_0010016,11898,49758,3061,2641,2,2.360305
ISIC_0010017,29559,329589,5244,10905,2,2.184177
ISIC_0010018,18441,105050,814,1603,2,2.315126
ISIC_0010019,36288,281115,8620,6933,2,2.217924
ISIC_0010020,31680,365310,13687,7791,2,2.454516
ISIC_0010021,31947,416742,9678,15392,3,2.277412
ISIC_0010022,36342,426712,13292,8259,2,2.377032
ISIC_0010024,18150,114406,1570,3439,2,2.402403
ISIC_0010025,18534,127132,9596,8331,2,2.311709
ISIC_0010028,21687,147560,3259,2568,2,2.162353
ISIC_0010029,31482,340092,9288,38835,1,2.144894
ISIC_0010032,21564,100057,5110,4684,2,2.179001
ISIC_0010034,32658,279546,12088,8136,2,2.423366
ISIC_0010036,41697,341408,15779,29364,2,2.307334
ISIC_0010040,24828,214444,6641,7341,2,2.250574
ISIC_0010042,17391,117258,3055,2179,1,2.347871
ISIC_0010043,26178,258087,6770,11544,2,2.458227
ISIC_0010044,17730,128071,1187,1012,2,2.434606
ISIC_0010046,17439,103252,2123,4561,2,2.254970
ISIC_0010047,25830,231391,3453,10030,1,2.370476
ISIC_0010051,32994,475245,18570,13678,2,2.124630
ISIC_0010053,13326,56402,1166,1328,1,2.291471
ISIC_0010054,25188,244426,3105,7557,1,2.463574
ISIC_0010055,22272,196677,5054,5769,1,2.251888
ISIC_0010057,35682,450038,14809,19945,2,2.253369
ISIC_0010058,24396,172848,6192,4916,2,2.214919
ISIC_0010059,14433,50683,2291,2036,2,2.393688
ISIC_0010060,10902,40677,895,2593,2,2.106913
ISIC_0010061,14907,66190,1428,3271,2,2.259034
ISIC_0010062,37395,580350,4889,13749,2,2.220003
ISIC_0010063,36618,597817,33153,35186,1,2.166250
ISIC_0010064,20922,107324,2591,3552,1,2.428479
ISIC_0010066,29328,224017,8373,5191,2,2.232945
ISIC_0010067,24189,165258,6821,11667,2,2.433734
ISIC_0010069,13746,62980,1533,1956,2,2.169726
ISIC_0010070,24591,228784,6661,4805,3,2.363820
ISIC_0010074,22284,184128,3532,14697,2,2.199463
ISIC_0010075,32448,470729,18962,12803,2,2.383709
ISIC_0010077,17682,98124,1655,2252,1,2.273243
ISIC_0010078,31863,366197,19274,12137,3,2.382052
ISIC_0010080,23373,154318,6356,6912,2,2.397790
ISIC_0010081,14952,94233,1658,3742,2,2.391434
ISIC_0010086,27528,139024,7557,7092,1,2.206924
ISIC_0010087,9279,24976,960,672,1,2.280745
ISIC_0010088,12807,51903,755,3804,2,2.342162
ISIC_0010089,12234,52258,1454,721,2,2.419987
ISIC_0010090,9993,33077,535,976,1,2.232963
ISIC_0010092,18873,107711,2109,1830,2,2.248075
ISIC_0010093,38268,486091,9442,9052,1,2.288790
ISIC_0010094,23592,154848,1815,6116,3,2.471018
ISIC_0010100,30681,350121,5289,15533,2,2.437032
ISIC_0010102,23658,222193,3666,12363,1,2.176449
ISIC_0010104,12684,39377,1589,2231,2,2.270040
ISIC_0010105,16980,112569,2878,2986,3,2.460862
ISIC_0010168,27831,190463,7766,6303,2,2.252914
ISIC_0010170,19053,95946,11541,3094,1,2.151413
ISIC_0010171,27174,255665,9040,13865,2,2.320574
ISIC_0010173,14952,87468,1296,1000,1,2.260700
ISIC_0010174,24099,213386,7138,10568,2,2.215737
ISIC_0010176,14718,61154,1808,4497,2,2.360666
ISIC_0010177,10137,32264,671,1221,1,2.282034
ISIC_0010178,16572,91117,1038,1539,1,2.089537
ISIC_0010180,17346,115334,1866,2825,1,2.256736
ISIC_0010182,12174,31691,1232,3099,2,2.197970
ISIC_0010184,22716,70356,5007,6185,2,2.197368
ISIC_0010185,17091,64339,3410,4504,2,2.228639
ISIC_0010186,26433,269626,1440,3529,1,2.343578
ISIC_0010187,34701,291535,8667,11618,2,2.289936
ISIC_0010191,32706,299726,12585,17451,2,2.183157
ISIC_0010192,21207,161634,1663,2938,2,2.359766
ISIC_0010193,29001,336621,2777,2784,1,2.312366
ISIC_0010194,17985,139811,5082,2822,3,2.503281
ISIC_0010201,33129,399201,10742,19012,2,2.220583
ISIC_0010202,36924,498050,33797,31590,2,2.158227
ISIC_0010205,14364,69802,625,1719,2,2.307300
ISIC_0010206,13578,59950,1489,1643,2,2.292769
ISIC_0010207,12975,39690,3479,2550,2,2.219910
ISIC_0010212,34014,257857,8902,14271,2,2.142132
ISIC_0010213,21837,198342,2613,4666,2,2.421797
ISIC_0010215,20460,166086,2510,8895,2,2.311175
ISIC_0010216,16707,107064,2419,2040,2,2.328546
ISIC_0010219,20625,156380,2291,3436,1,2.186596
ISIC_0010220,14634,56626,1028,1179,1,2.331253
ISIC_0010222,40137,642193,15584,45162,2,2.436601
ISIC_0010225,20040,100479,2176,4669,2,2.160979
ISIC_0010227,17859,75880,2046,3112,1,2.297863
ISIC_0010229,22167,145369,1418,3009,2,2.160041
ISIC_0010231,36495,443801,37686,33297,2,2.353185
ISIC_0010233,26325,261212,2581,2905,2,2.159473
ISIC_0010234,12429,55347,503,1194,2,2.334601
ISIC_0010236,14376,45605,944,1976,2,2.243721
ISIC_0010237,11238,42474,474,1750,2,2.398662
ISIC_0010240,31014,140467,4932,10813,2,2.213198
ISIC_0010241,23454,163106,4232,5904,1,2.211752
ISIC_0010244,9309,30424,583,388,2,2.440955
ISIC_0010246,19725,68729,5282,5551,2,2.410122
ISIC_0010247,31956,195768,12260,8021,1,2.178618
ISIC_0010248,25638,265554,1070,2307,2,2.202120
ISIC_0010249,36327,473658,6773,6097,1,2.259200
ISIC_0010251,8880,26622,378,857,3,2.297889
ISIC_0010254,9501,33825,371,425,1,2.397635
ISIC_0010255,8202,24295,434,1295,2,2.246792
ISIC_0010256,8328,24262,134,1103,2,2.347541
ISIC_0010257,37332,544122,6384,14036,2,2.420848
ISIC_0010261,24168,104827,10344,7985,2,2.275782
ISIC_0010262,16914,82439,1673,2567,2,2.136426
ISIC_0010264,32730,436324,4650,6459,2,2.433689
ISIC_0010265,24654,108314,11909,7176,2,2.301138
ISIC_0010267,32799,413326,15821,50548,2,2.427056
ISIC_0010317,12894,47654,1497,1797,1,2.404714
ISIC_0010318,19212,97276,3576,8764,2,2.128741
ISIC_0010320,39000,531070,21989,19548,1,2.079338
ISIC_0010326,27204,275644,1051,11656,2,2.298948
ISIC_0010327,18249,140370,2459,1891,1,2.138155
ISIC_0010329,39849,668332,17662,19648,2,2.425288
ISIC_0010330,44085,266583,19144,18083,2,2.187538
ISIC_0010332,27930,291032,12882,8216,2,2.437462
ISIC_0010333,26916,273151,4227,4576,2,2.426173
ISIC_0010334,46071,416689,22574,26957,2,2.270618
ISIC_0010336,25227,222660,6753,15071,2,2.189199
ISIC_0010337,20256,151794,6074,3060,2,2.202793
ISIC_0010339,19680,88850,6679,6767,2,2.219759
ISIC_0010340,31050,230611,8363,6861,2,2.229493
ISIC_0010341,14856,76506,206,1741,2,2.310645
ISIC_0010342,34122,394331,14225,30092,3,2.333284
ISIC_0010344,26661,170629,10548,6061,1,2.073570
ISIC_0010346,23793,228982,1779,4577,2,2.502440
ISIC_0010348,25449,216560,9896,27324,2,2.449986
ISIC_0010350,28236,222192,5711,7213,2,2.283650
ISIC_0010351,15048,57784,1422,2091,2,2.195331
ISIC_0010356,13662,70005,407,1026,2,2.294657
ISIC_0010357,15450,87398,465,3312,2,2.530734
ISIC_0010358,19869,147140,1416,1130,2,2.450760
ISIC_0010360,25881,238535,3954,5323,2,2.172174
ISIC_0010362,10899,38496,466,1135,2,2.454260
ISIC_0010364,23433,142338,2030,4002,2,2.152646
ISIC_0010365,22137,120447,3783,4794,2,2.247418
ISIC_0010367,14832,89915,1820,1027,1,2.236203
ISIC_0010368,20952,137428,6093,2931,2,2.202369
ISIC_0010370,25470,260944,4766,4379,0,2.421134
ISIC_0010371,28881,158821,11249,10491,2,2.137779
ISIC_0010372,31026,158251,5498,6992,2,2.322047
ISIC_0010374,34911,334789,8552,9652,2,2.099310
ISIC_0010379,21231,173520,5726,5866,1,2.320460
ISIC_0010382,38373,640174,15171,14565,1,2.421747
ISIC_0010435,17868,64071,2453,2326,2,2.249671
ISIC_0010441,14865,93274,1490,958,2,2.146719
ISIC_0010442,28119,239176,4109,10090,2,2.331813
ISIC_0010443,18465,105639,670,2550,2,2.428433
ISIC_0010444,8985,22129,530,773,2,2.407853
ISIC_0010447,30048,317619,10478,5851,2,2.346140
ISIC_0010448,34170,519642,16421,16673,1,2.089406
ISIC_0010449,26094,243646,1153,8039,2,2.022010
ISIC_0010452,29544,208987,3586,5182,1,2.115724
ISIC_0010455,35040,422107,3866,5495,2,2.201141
ISIC_0010456,9765,24920,545,913,2,2.485532
ISIC_0010458,19131,101729,1676,2155,2,2.308760
ISIC_0010459,34812,519716,9002,13391,3,2.497869
ISIC_0010460,30618,383527,1230,8550,2,2.368390
ISIC_0010461,21684,90241,1716,3356,2,2.348751
ISIC_0010463,28251,251294,5072,7555,2,2.442845
ISIC_0010465,24096,147297,5265,7363,2,2.155307
ISIC_0010466,17814,78474,1795,2126,2,2.305920
ISIC_0010467,14706,82186,706,5253,2,2.307710
ISIC_0010468,24510,122575,6295,4621,2,2.198311
ISIC_0010471,9336,27124,433,926,2,2.398781
ISIC_0010472,11061,34722,2702,1236,2,2.361642
ISIC_0010473,39927,311911,13562,14156,2,2.400927
ISIC_0010474,13047,49669,1085,761,2,2.178569
ISIC_0010475,23376,119417,5027,7777,1,2.154516
ISIC_0010476,24414,103076,4133,5457,2,2.146929
ISIC_0010477,35109,598148,50733,45683,1,2.238816
ISIC_0010479,30060,347843,2867,9106,1,2.191686
ISIC_0010480,30348,357052,3481,3730,3,2.323336
ISIC_0010481,18030,97732,1531,2892,1,2.155158
ISIC_0010483,20001,92366,4753,8525,2,2.268127
ISIC_0010487,27306,173638,4578,8058,0,2.205913
ISIC_0010488,31023,352868,8233,9807,1,2.192983
ISIC_0010490,26841,271855,5714,9706,1,2.223160
ISIC_0010492,33291,580454,48347,39373,2,2.293304
ISIC_0010493,36600,329324,8081,10915,2,2.442802
ISIC_0010494,26178,256752,5764,4918,2,2.433850
ISIC_0010497,34371,430540,8932,12385,1,2.449638
ISIC_0010498,23004,207057,1763,3268,2,2.440934
ISIC_0010552,35826,281596,21999,18834,2,2.136455
ISIC_0010553,21516,108291,1188,2005,3,2.493726
ISIC_0010554,23844,104672,16468,13317,1,2.383238
ISIC_0010557,19245,92672,2276,3326,2,2.346287
ISIC_0010558,37488,340288,17494,20693,2,2.204049
ISIC_0010562,15894,101574,112,1708,1,2.242502
ISIC_0010565,21501,184111,2282,2212,1,2.183311
ISIC_0010566,16995,110509,917,5377,1,2.221420
ISIC_0010567,18156,83436,2256,2500,2,2.242911
ISIC_0010568,36627,404829,15539,17164,2,2.439863
ISIC_0010569,6816,14256,219,842,2,2.346875
ISIC_0010570,33291,292473,42878,30087,2,2.445344
ISIC_0010571,25884,220215,5232,4157,2,2.353942
ISIC_0010573,28404,298518,7302,8925,2,2.321337
ISIC_0010574,18096,107187,3332,2645,2,2.117567
ISIC_0010575,18879,105948,2877,3076,2,2.147774
ISIC_0010581,26280,139020,8767,8608,2,2.034518
ISIC_0010582,22200,102405,4180,3717,2,2.264418
ISIC_0010584,12999,70590,106,1032,2,2.205479
ISIC_0010585,7602,17905,542,723,2,2.410860
ISIC_0010586,14574,57065,1871,1116,2,2.230977
ISIC_0010587,19713,116522,1446,2325,2,2.459183
ISIC_0010588,35154,640518,25426,26093,1,2.203467
ISIC_0010589,33861,429698,15812,16317,2,2.411488
ISIC_0010590,12357,54444,340,828,2,2.169209
ISIC_0010591,28599,144141,12655,14555,2,2.274546
ISIC_0010592,6930,15732,347,571,2,2.217737
ISIC_0010593,12663,63905,552,3191,3,2.369199
ISIC_0010595,28740,313878,8257,10243,2,2.239207
ISIC_0010596,30807,354611,7239,19283,2,2.272912
ISIC_0010597,28797,255821,9756,7107,2,2.414880
ISIC_0010598,12123,47393,745,643,2,2.118460
ISIC_0010599,35373,271232,13522,21359,2,2.181419
ISIC_0010602,35070,428384,9623,8775,2,2.232032
ISIC_0010603,37149,540073,15131,16280,2,2.165148
ISIC_0010606,22989,142826,5132,4683,2,2.384250
ISIC_0010607,11664,35817,1264,1946,1,2.321984
ISIC_0010844,25176,195992,9226,4922,2,2.228321
ISIC_0010846,29940,398763,4184,8539,2,2.367747
ISIC_0010847,27720,326501,4405,2776,2,2.492329
ISIC_0010848,16251,101376,552,2735,1,2.227135
ISIC_0010850,16731,105984,660,2549,1,2.281640
ISIC_0010851,24729,121881,3449,3271,2,2.224416
ISIC_0010852,14211,61176,2791,2621,2,2.309243
ISIC_0010853,11928,41047,2484,1191,2,2.344213
ISIC_0010854,15432,94526,2112,2494,2,2.365738
ISIC_0010856,30123,199838,8534,5454,1,2.140443
ISIC_0010857,39522,655376,13164,14056,1,2.182025
ISIC_0010858,22095,197624,2973,1907,1,2.375709
ISIC_0010860,24846,203001,5611,4343,2,2.226336
ISIC_0010861,9810,27234,1885,907,2,2.255339
ISIC_0010862,17832,121741,3200,1927,2,2.505726
ISIC_0010863,41550,328592,22340,23726,2,2.091475
ISIC_0010864,22815,124974,3846,3992,2,2.205847
ISIC_0011079,38541,365566,12019,12405,2,2.182265
ISIC_0011082,6765,14376,744,347,2,2.413777
ISIC_0011083,8202,22811,473,525,3,2.269466
ISIC_0011085,15111,90186,842,1707,3,2.537911
ISIC_0011088,24552,239804,1828,3201,2,2.232322
ISIC_0011089,21672,185958,4274,3847,1,2.384244
ISIC_0011090,26832,276752,659,2230,1,2.184737
ISIC_0011095,22215,173237,5927,11713,2,2.457002
ISIC_0011097,19704,99881,1344,4024,1,2.285780
ISIC_0011098,14490,77860,646,4224,2,2.436515
ISIC_0011099,28314,222645,15639,11993,2,2.384718
ISIC_0011101,21327,174254,3272,1978,2,2.450352
ISIC_0011102,25608,248809,5061,5594,2,2.193940
ISIC_0011107,35874,474991,8653,6674,2,2.220618
ISIC_0011110,18354,103681,4311,3495,2,2.248102
ISIC_0011112,38484,606816,16106,25996,2,2.504286
ISIC_0011114,16770,125967,3124,2729,2,2.250661
ISIC_0011115,8592,23382,179,1288,2,2.381266
ISIC_0011117,30303,363014,3804,9166,1,2.330949
ISIC_0011118,22887,112065,2972,5108,2,2.159828
ISIC_0011119,18081,99528,2606,2494,2,2.219392
ISIC_0011121,41595,658410,31948,41300,2,2.254359
ISIC_0011123,30582,215709,13117,8404,2,2.235494
ISIC_0011124,27870,208403,11129,18363,2,2.275803
ISIC_0011126,35109,391294,16377,71730,3,2.479281
ISIC_0011127,20076,93365,1703,6917,2,2.285458
ISIC_0011130,21408,89438,5284,6404,2,2.226454
ISIC_0011131,29550,171783,13924,7773,1,2.204601
ISIC_0011132,20004,139288,4397,4650,3,2.278350
ISIC_0011135,24600,137219,14746,7384,3,2.445302
ISIC_0011136,21870,174763,5718,12488,1,2.251794
ISIC_0011137,30366,257938,5399,8475,2,2.171699
ISIC_0011140,16917,79918,7736,3568,2,2.256897
ISIC_0011143,5340,8894,56,259,2,2.074572
ISIC_0011144,24831,215179,12097,15967,3,2.308626
ISIC_0011145,21720,187651,1418,2231,2,2.090275
ISIC_0011146,16266,105020,1802,2062,2,2.408125
ISIC_0011155,29955,330705,5493,13208,2,2.413559
ISIC_0011157,19689,116938,3292,2020,2,2.210402
ISIC_0011158,35145,508601,8577,8472,2,2.453132
ISIC_0011159,34233,463972,3467,11174,2,2.458496
ISIC_0011161,34779,398066,7967,23631,1,2.245909
ISIC_0011162,23622,101789,5683,10468,1,2.319707
ISIC_0011163,16191,93993,5487,3400,2,2.296106
ISIC_0011164,22815,65455,6261,7317,1,2.331503
ISIC_0011165,26763,248878,421,1212,1,2.197892
